Timestamp,Current(uA),,,,,,,,
9.5725859,0.01120978,,,,,,,,
9.6713235,0.011261146,,,,,,,,
9.7746866,0.011140286,,,,,,,,
9.9667616,0.011436393,,,,,,,,
10.0346016,0.011158415,,,,,,,,
10.1228206,0.011243017,,,,,,,,
10.3380253,0.011267189,,,,,,,,
10.4165075,0.011061726,,,,,,,,
10.5036592,0.011227909,,,,,,,,
10.7113077,0.011140286,,,,,,,,
10.7893667,0.011327619,,,,,,,,
10.8465261,0.011004318,,,,,,,,
11.0486495,0.011134243,,,,,,,,
11.1535725,0.011264167,,,,,,,,
11.3276312,0.0111282,,,,,,,,
11.4147822,0.011264167,,,,,,,,
11.471691,0.011101006,,,,,,,,
11.5593689,0.010931802,,,,,,,,
11.7494725,0.011143307,,,,,,,,
11.8119609,0.011025468,,,,,,,,
11.8987087,0.011194673,,,,,,,,
12.10425,0.011094963,,,,,,,,
12.1916658,0.011221866,,,,,,,,
12.3703847,0.011227909,,,,,,,,
12.4658294,0.011158415,,,,,,,,
12.5378592,0.011155393,,,,,,,,
12.610565,0.011282296,,,,,,,,
12.7878583,0.011131221,,,,,,,,
12.8754391,0.011167479,,,,,,,,
12.9469416,0.01120978,,,,,,,,
13.1379113,0.010940866,,,,,,,,
13.2326578,0.011239995,,,,,,,,
13.305003,0.011288339,,,,,,,,
13.4946555,0.011206759,,,,,,,,
13.5657086,0.011221866,,,,,,,,
13.6521626,0.011233952,,,,,,,,
13.8316556,0.011481716,,,,,,,,
13.9129442,0.011203737,,,,,,,,
13.9666955,0.01114935,,,,,,,,
14.1709954,0.011167479,,,,,,,,
14.2869356,0.011212802,,,,,,,,
14.3678062,0.011107049,,,,,,,,
14.5349729,0.011288339,,,,,,,,
14.6224528,0.011264167,,,,,,,,
14.7096646,0.011215823,,,,,,,,
14.8989398,0.011203737,,,,,,,,
14.9707439,0.011143307,,,,,,,,
15.0488538,0.011212802,,,,,,,,
15.2120434,0.011040576,,,,,,,,
15.2993982,0.011143307,,,,,,,,
15.3869952,0.011076834,,,,,,,,
15.4495143,0.011218845,,,,,,,,
15.6475766,0.011294382,,,,,,,,
15.7206807,0.011236974,,,,,,,,
15.7987898,0.011360855,,,,,,,,
15.9899444,0.011146329,,,,,,,,
16.0625698,0.011091942,,,,,,,,
16.1343982,0.011034533,,,,,,,,
16.3187301,0.011433371,,,,,,,,
16.4070634,0.011025468,,,,,,,,
16.4901444,0.011255103,,,,,,,,
16.6981538,0.011116114,,,,,,,,
16.7716795,0.011091942,,,,,,,,
16.8500279,0.011185608,,,,,,,,
17.0256782,0.01139107,,,,,,,,
17.0985356,0.011082877,,,,,,,,
17.169978,0.011137264,,,,,,,,
17.3424378,0.011176544,,,,,,,,
17.4455753,0.01108892,,,,,,,,
17.50836,0.01114935,,,,,,,,
17.667899,0.011146329,,,,,,,,
17.770761,0.011267189,,,,,,,,
17.8396321,0.011191651,,,,,,,,
17.9192611,0.011019425,,,,,,,,
18.1190707,0.011236974,,,,,,,,
18.1942836,0.011194673,,,,,,,,
18.3945191,0.011197694,,,,,,,,
18.4726595,0.011167479,,,,,,,,
18.5436922,0.011200716,,,,,,,,
18.6197127,0.011146329,,,,,,,,
18.8045951,0.011046619,,,,,,,,
18.8829311,0.011215823,,,,,,,,
18.9550441,0.010965038,,,,,,,,
19.1595315,0.011246038,,,,,,,,
19.2283676,0.011279275,,,,,,,,
19.2942678,0.011246038,,,,,,,,
19.4792076,0.011224888,,,,,,,,
19.5637312,0.011061726,,,,,,,,
19.6336628,0.011104028,,,,,,,,
19.7937116,0.011152372,,,,,,,,
19.897251,0.011013382,,,,,,,,
19.9530642,0.011158415,,,,,,,,
20.0323356,0.011318554,,,,,,,,
20.2404455,0.011143307,,,,,,,,
20.3303859,0.011306468,,,,,,,,
20.5030405,0.010977124,,,,,,,,
20.6024004,0.011218845,,,,,,,,
20.6667242,0.011176544,,,,,,,,
20.8551809,0.010952952,,,,,,,,
20.9447531,0.011046619,,,,,,,,
21.016506,0.011161436,,,,,,,,
21.1982239,0.011194673,,,,,,,,
21.2917092,0.011134243,,,,,,,,
21.3661649,0.011179565,,,,,,,,
21.4382269,0.011113092,,,,,,,,
21.6196995,0.011261146,,,,,,,,
21.6918456,0.011113092,,,,,,,,
21.7793513,0.011318554,,,,,,,,
21.9521873,0.011116114,,,,,,,,
22.0304778,0.011297404,,,,,,,,
22.0894744,0.011324597,,,,,,,,
22.2800781,0.011070791,,,,,,,,
22.3339196,0.01130949,,,,,,,,
22.422312,0.011152372,,,,,,,,
22.4802484,0.011107049,,,,,,,,
22.6935039,0.011107049,,,,,,,,
22.7757121,0.011206759,,,,,,,,
22.950649,0.011182587,,,,,,,,
23.0538109,0.011143307,,,,,,,,
23.1423507,0.011300425,,,,,,,,
23.3205503,0.011037554,,,,,,,,
23.4256307,0.011182587,,,,,,,,
23.4881169,0.011243017,,,,,,,,
23.6799165,0.010965038,,,,,,,,
23.7675521,0.011221866,,,,,,,,
23.8392888,0.011070791,,,,,,,,
24.0210325,0.011282296,,,,,,,,
24.0971733,0.011161436,,,,,,,,
24.1522056,0.011131221,,,,,,,,
24.2096848,0.01114935,,,,,,,,
24.3668232,0.010952952,,,,,,,,
24.4449697,0.011182587,,,,,,,,
24.5166419,0.01136992,,,,,,,,
24.5729486,0.011285318,,,,,,,,
24.7661889,0.011170501,,,,,,,,
24.8535362,0.011097985,,,,,,,,
24.9254007,0.011101006,,,,,,,,
25.0947915,0.011164458,,,,,,,,
25.2005859,0.011291361,,,,,,,,
25.2811988,0.011194673,,,,,,,,
25.4561044,0.011206759,,,,,,,,
25.5337581,0.011215823,,,,,,,,
25.5962466,0.011122157,,,,,,,,
25.6683603,0.01124906,,,,,,,,
25.8756038,0.011191651,,,,,,,,
25.9519026,0.01108892,,,,,,,,
26.0238972,0.011152372,,,,,,,,
26.2325913,0.011182587,,,,,,,,
26.3078537,0.011255103,,,,,,,,
26.3716341,0.011055683,,,,,,,,
26.572388,0.011104028,,,,,,,,
26.6419153,0.011161436,,,,,,,,
26.7179365,0.011258124,,,,,,,,
26.9074981,0.011345748,,,,,,,,
26.9793219,0.010983167,,,,,,,,
27.0675615,0.011233952,,,,,,,,
27.2806187,0.011070791,,,,,,,,
27.352091,0.011134243,,,,,,,,
27.4304632,0.011158415,,,,,,,,
27.62241,0.011375963,,,,,,,,
27.7186629,0.011185608,,,,,,,,
27.8921623,0.011206759,,,,,,,,
28.0099312,0.011246038,,,,,,,,
28.0964588,0.01114935,,,,,,,,
28.2379917,0.011167479,,,,,,,,
28.3560185,0.011233952,,,,,,,,
28.4281266,0.011182587,,,,,,,,
28.5946511,0.011203737,,,,,,,,
28.6657124,0.01127021,,,,,,,,
28.7476499,0.011131221,,,,,,,,
28.819364,0.011137264,,,,,,,,
29.0261959,0.011116114,,,,,,,,
29.0890187,0.011297404,,,,,,,,
29.1836492,0.01108892,,,,,,,,
29.3835782,0.0111282,,,,,,,,
29.4712927,0.011170501,,,,,,,,
29.5497894,0.011236974,,,,,,,,
29.7378159,0.011191651,,,,,,,,
29.8250307,0.011122157,,,,,,,,
29.8810723,0.011191651,,,,,,,,
30.0983533,0.011246038,,,,,,,,
30.1956006,0.011094963,,,,,,,,
30.3679211,0.011363877,,,,,,,,
30.4671931,0.011212802,,,,,,,,
30.5458933,0.011091942,,,,,,,,
30.7220132,0.011131221,,,,,,,,
30.8326448,0.011191651,,,,,,,,
30.9052574,0.01118863,,,,,,,,
31.0804774,0.011294382,,,,,,,,
31.168157,0.011267189,,,,,,,,
31.2316914,0.011134243,,,,,,,,
31.4273832,0.011206759,,,,,,,,
31.4993112,0.011034533,,,,,,,,
31.5870778,0.011194673,,,,,,,,
31.6655215,0.011230931,,,,,,,,
31.8749035,0.011061726,,,,,,,,
31.9463148,0.01133064,,,,,,,,
32.0192445,0.011161436,,,,,,,,
32.2339941,0.011131221,,,,,,,,
32.3080246,0.011258124,,,,,,,,
32.4993759,0.011221866,,,,,,,,
32.5867523,0.011212802,,,,,,,,
32.6430449,0.011282296,,,,,,,,
32.7240251,0.01120978,,,,,,,,
32.9303741,0.011143307,,,,,,,,
33.0032072,0.011312511,,,,,,,,
33.0765837,0.011203737,,,,,,,,
33.2771191,0.011037554,,,,,,,,
33.3393893,0.011173522,,,,,,,,
33.5630155,0.011261146,,,,,,,,
33.6343338,0.011113092,,,,,,,,
33.7003928,0.011101006,,,,,,,,
33.7878013,0.01127021,,,,,,,,
33.9855227,0.01133064,,,,,,,,
34.0412973,0.010925759,,,,,,,,
34.1381235,0.011173522,,,,,,,,
34.3313095,0.011091942,,,,,,,,
34.3939958,0.011318554,,,,,,,,
34.4724788,0.011076834,,,,,,,,
34.6684352,0.011218845,,,,,,,,
34.7434853,0.011134243,,,,,,,,
34.8152025,0.011233952,,,,,,,,
35.0123347,0.011279275,,,,,,,,
35.1002553,0.011179565,,,,,,,,
35.1642562,0.011233952,,,,,,,,
35.359545,0.011146329,,,,,,,,
35.4315448,0.011303447,,,,,,,,
35.5192494,0.011221866,,,,,,,,
35.7045418,0.011261146,,,,,,,,
35.7829804,0.011306468,,,,,,,,
35.8547751,0.011243017,,,,,,,,
36.0306989,0.011197694,,,,,,,,
36.1180549,0.011294382,,,,,,,,
36.1893532,0.011212802,,,,,,,,
36.362079,0.011004318,,,,,,,,
36.4650338,0.011333662,,,,,,,,
36.5123634,0.011303447,,,,,,,,
36.58424,0.011224888,,,,,,,,
36.8007,0.011227909,,,,,,,,
36.8730742,0.011197694,,,,,,,,
36.9515285,0.011236974,,,,,,,,
37.1700184,0.011197694,,,,,,,,
37.243972,0.01130949,,,,,,,,
37.4183742,0.011122157,,,,,,,,
37.4931744,0.011212802,,,,,,,,
37.5692873,0.0111282,,,,,,,,
37.656517,0.011101006,,,,,,,,
37.8404561,0.011164458,,,,,,,,
37.9031007,0.011055683,,,,,,,,
37.975412,0.011273232,,,,,,,,
38.182047,0.011137264,,,,,,,,
38.2527133,0.011137264,,,,,,,,
38.3311045,0.011224888,,,,,,,,
38.5135973,0.011200716,,,,,,,,
38.5850325,0.011116114,,,,,,,,
38.64919,0.011415242,,,,,,,,
38.735011,0.011164458,,,,,,,,
38.9359221,0.011212802,,,,,,,,
39.0185585,0.011119135,,,,,,,,
39.0657479,0.011091942,,,,,,,,
39.2726269,0.011158415,,,,,,,,
39.3287716,0.011043597,,,,,,,,
39.4158392,0.011082877,,,,,,,,
39.6227727,0.01118863,,,,,,,,
39.7012338,0.011046619,,,,,,,,
39.7739415,0.011261146,,,,,,,,
39.9803209,0.011164458,,,,,,,,
40.0677396,0.011354812,,,,,,,,
40.1394529,0.011146329,,,,,,,,
40.3466992,0.01118863,,,,,,,,
40.4214717,0.011197694,,,,,,,,
40.6245048,0.011243017,,,,,,,,
40.7185266,0.010983167,,,,,,,,
40.8062064,0.011179565,,,,,,,,
41.0103393,0.011119135,,,,,,,,
41.0995346,0.011375963,,,,,,,,
41.1771544,0.011215823,,,,,,,,
41.356599,0.011236974,,,,,,,,
41.4452382,0.011427328,,,,,,,,
41.531151,0.011110071,,,,,,,,
41.7449113,0.011125178,,,,,,,,
41.8232743,0.011191651,,,,,,,,
41.9104128,0.011097985,,,,,,,,
42.1318842,0.011170501,,,,,,,,
42.2224846,0.011224888,,,,,,,,
42.4405034,0.011261146,,,,,,,,
42.5123348,0.010916694,,,,,,,,
42.5845874,0.011176544,,,,,,,,
42.7683135,0.011146329,,,,,,,,
42.8491272,0.011194673,,,,,,,,
42.9369624,0.011185608,,,,,,,,
43.1448297,0.011182587,,,,,,,,
43.2243558,0.01127021,,,,,,,,
43.2900726,0.011227909,,,,,,,,
43.4665095,0.011122157,,,,,,,,
43.5701024,0.011315533,,,,,,,,
43.6294289,0.01118863,,,,,,,,
43.6825064,0.011073813,,,,,,,,
43.8954921,0.010898565,,,,,,,,
43.9672363,0.011107049,,,,,,,,
44.0456395,0.011233952,,,,,,,,
44.2616625,0.011167479,,,,,,,,
44.3380088,0.01114935,,,,,,,,
44.5286161,0.011191651,,,,,,,,
44.6164642,0.011385027,,,,,,,,
44.6851201,0.011212802,,,,,,,,
44.8678436,0.011239995,,,,,,,,
44.9552497,0.011227909,,,,,,,,
45.0450574,0.011122157,,,,,,,,
45.2410374,0.011300425,,,,,,,,
45.3193526,0.011285318,,,,,,,,
45.3758013,0.011267189,,,,,,,,
45.447571,0.011037554,,,,,,,,
45.6541952,0.011082877,,,,,,,,
45.74237,0.011203737,,,,,,,,
45.9329392,0.011176544,,,,,,,,
46.0171253,0.01127021,,,,,,,,
46.0893807,0.011073813,,,,,,,,
46.1694597,0.011122157,,,,,,,,
46.3738177,0.011107049,,,,,,,,
46.4532683,0.01114935,,,,,,,,
46.6658345,0.011303447,,,,,,,,
46.7214835,0.011164458,,,,,,,,
46.8029964,0.011043597,,,,,,,,
47.0069566,0.011064748,,,,,,,,
47.0742162,0.011185608,,,,,,,,
47.1367017,0.011206759,,,,,,,,
47.208658,0.011215823,,,,,,,,
47.407237,0.011194673,,,,,,,,
47.4847539,0.011146329,,,,,,,,
47.547313,0.011197694,,,,,,,,
47.7534416,0.011230931,,,,,,,,
47.806332,0.011085899,,,,,,,,
47.8859473,0.01136992,,,,,,,,
48.1086383,0.011255103,,,,,,,,
48.1737007,0.01133064,,,,,,,,
48.2631692,0.011067769,,,,,,,,
48.4618466,0.01102849,,,,,,,,
48.5420829,0.011218845,,,,,,,,
48.7742797,0.011388049,,,,,,,,
48.8527215,0.011288339,,,,,,,,
48.9241362,0.011179565,,,,,,,,
49.1010267,0.011218845,,,,,,,,
49.1833758,0.011185608,,,,,,,,
49.2452507,0.011113092,,,,,,,,
49.3263495,0.011119135,,,,,,,,
49.516533,0.011227909,,,,,,,,
49.5944735,0.011221866,,,,,,,,
49.660767,0.011067769,,,,,,,,
49.8651848,0.011258124,,,,,,,,
49.9568014,0.011203737,,,,,,,,
50.0276483,0.011246038,,,,,,,,
50.2325162,0.011182587,,,,,,,,
50.2950013,0.011146329,,,,,,,,
50.3816979,0.011143307,,,,,,,,
50.5970647,0.011273232,,,,,,,,
50.6807663,0.011091942,,,,,,,,
50.7604518,0.011152372,,,,,,,,
50.9737411,0.011173522,,,,,,,,
51.0537423,0.011315533,,,,,,,,
51.2458672,0.011191651,,,,,,,,
51.3262837,0.011016404,,,,,,,,
51.3987117,0.011206759,,,,,,,,
51.6133805,0.011291361,,,,,,,,
51.70756,0.011131221,,,,,,,,
51.764004,0.011146329,,,,,,,,
51.9511957,0.011315533,,,,,,,,
52.0133482,0.011152372,,,,,,,,
52.1039289,0.011212802,,,,,,,,
52.3127678,0.010919716,,,,,,,,
52.4024337,0.011230931,,,,,,,,
52.4819293,0.011236974,,,,,,,,
52.68952,0.011052662,,,,,,,,
52.777062,0.011239995,,,,,,,,
52.8398854,0.011104028,,,,,,,,
53.0578317,0.011200716,,,,,,,,
53.1144745,0.011276253,,,,,,,,
53.1931104,0.011094963,,,,,,,,
53.3820093,0.011110071,,,,,,,,
53.4539032,0.011152372,,,,,,,,
53.5372581,0.011046619,,,,,,,,
53.7349731,0.011167479,,,,,,,,
53.7905618,0.011107049,,,,,,,,
53.885947,0.011134243,,,,,,,,
54.0774161,0.01133064,,,,,,,,
54.1681071,0.011125178,,,,,,,,
54.2446237,0.011230931,,,,,,,,
54.4390249,0.011155393,,,,,,,,
54.5277349,0.011243017,,,,,,,,
54.5959538,0.010995253,,,,,,,,
54.7781327,0.010931802,,,,,,,,
54.8654878,0.011185608,,,,,,,,
54.9531653,0.011110071,,,,,,,,
55.1599666,0.011300425,,,,,,,,
55.2229189,0.011091942,,,,,,,,
55.325613,0.011182587,,,,,,,,
55.5336793,0.011079856,,,,,,,,
55.6384705,0.011119135,,,,,,,,
55.8317534,0.011233952,,,,,,,,
55.9346735,0.011291361,,,,,,,,
56.0091818,0.011203737,,,,,,,,
56.1947794,0.011252081,,,,,,,,
56.3003117,0.011052662,,,,,,,,
56.3875481,0.011173522,,,,,,,,
56.6116327,0.011131221,,,,,,,,
56.6901564,0.011197694,,,,,,,,
56.7481813,0.011258124,,,,,,,,
56.9987568,0.011143307,,,,,,,,
57.0874639,0.011034533,,,,,,,,
57.3054091,0.011230931,,,,,,,,
57.3892819,0.011176544,,,,,,,,
57.4628251,0.011137264,,,,,,,,
57.6774325,0.011218845,,,,,,,,
57.7508887,0.01124906,,,,,,,,
57.9426333,0.011243017,,,,,,,,
58.0144167,0.011227909,,,,,,,,
58.1019935,0.01118863,,,,,,,,
58.2832512,0.01120978,,,,,,,,
58.4023374,0.011137264,,,,,,,,
58.4894998,0.011104028,,,,,,,,
58.6869148,0.011206759,,,,,,,,
58.7759372,0.011134243,,,,,,,,
58.8492772,0.011176544,,,,,,,,
59.0309684,0.011233952,,,,,,,,
59.103038,0.011170501,,,,,,,,
59.1915574,0.011327619,,,,,,,,
59.3790411,0.011143307,,,,,,,,
59.4744996,0.01102849,,,,,,,,
59.5463637,0.011122157,,,,,,,,
59.735048,0.011230931,,,,,,,,
59.8224891,0.011131221,,,,,,,,
59.9168459,0.011116114,,,,,,,,
60.1204013,0.0111282,,,,,,,,
60.2174395,0.011076834,,,,,,,,
60.2981892,0.011176544,,,,,,,,
60.4954604,0.011140286,,,,,,,,
60.5692999,0.011243017,,,,,,,,
60.647675,0.011336683,,,,,,,,
60.8540682,0.011258124,,,,,,,,
60.9570353,0.010986189,,,,,,,,
61.1479519,0.011125178,,,,,,,,
61.2290662,0.011236974,,,,,,,,
61.2975091,0.010977124,,,,,,,,
61.4825689,0.01124906,,,,,,,,
61.5866811,0.011194673,,,,,,,,
61.6582793,0.011122157,,,,,,,,
61.8443035,0.011276253,,,,,,,,
61.9317398,0.011143307,,,,,,,,
62.0374077,0.011218845,,,,,,,,
62.2198869,0.011243017,,,,,,,,
62.3228792,0.011239995,,,,,,,,
62.411815,0.011122157,,,,,,,,
62.6193664,0.011236974,,,,,,,,
62.6840267,0.011206759,,,,,,,,
62.7739034,0.01118863,,,,,,,,
62.9588221,0.011282296,,,,,,,,
63.0465489,0.011076834,,,,,,,,
63.1183068,0.011107049,,,,,,,,
63.3010606,0.011197694,,,,,,,,
63.3732695,0.011104028,,,,,,,,
63.4615978,0.011176544,,,,,,,,
63.6489411,0.011131221,,,,,,,,
63.7406661,0.011110071,,,,,,,,
63.8283016,0.011264167,,,,,,,,
64.0349301,0.0111282,,,,,,,,
64.1340687,0.011255103,,,,,,,,
64.3211605,0.01133064,,,,,,,,
64.3997529,0.011094963,,,,,,,,
64.4711482,0.0111282,,,,,,,,
64.6445095,0.011191651,,,,,,,,
64.7418018,0.011318554,,,,,,,,
64.8202569,0.010940866,,,,,,,,
64.8915777,0.011233952,,,,,,,,
65.1047789,0.011306468,,,,,,,,
65.1766752,0.011158415,,,,,,,,
65.2653799,0.01179293,,,,,,,,
65.458653,0.011294382,,,,,,,,
65.5411743,0.0111282,,,,,,,,
65.7181312,0.011143307,,,,,,,,
65.8146711,0.0111282,,,,,,,,
65.9171701,0.011155393,,,,,,,,
66.099381,0.011182587,,,,,,,,
66.2069975,0.011239995,,,,,,,,
66.2997824,0.011179565,,,,,,,,
66.4837276,0.011110071,,,,,,,,
66.5712475,0.011212802,,,,,,,,
66.6496732,0.011134243,,,,,,,,
66.8412135,0.011230931,,,,,,,,
66.9242512,0.011073813,,,,,,,,
66.9979533,0.011091942,,,,,,,,
67.1922174,0.010983167,,,,,,,,
67.2798075,0.011239995,,,,,,,,
67.3544407,0.0111282,,,,,,,,
67.5301755,0.011155393,,,,,,,,
67.6243932,0.01120978,,,,,,,,
67.7122162,0.011110071,,,,,,,,
67.8868223,0.011052662,,,,,,,,
67.9678566,0.011291361,,,,,,,,
68.0572576,0.011164458,,,,,,,,
68.2358259,0.011146329,,,,,,,,
68.3160459,0.012720532,,,,,,,,
68.3893546,5.14E-05,,,,,,,,
68.5796845,0.000154097,,,,,,,,
68.6836126,0.000151075,,,,,,,,
68.7620069,0.000178269,,,,,,,,
68.9680672,0.000151075,,,,,,,,
69.0552099,2.12E-05,,,,,,,,
69.143123,8.16E-05,,,,,,,,
69.3570865,1.51E-05,,,,,,,,
69.4164704,8.16E-05,,,,,,,,
69.5104641,0.000123882,,,,,,,,
69.7053149,0.000247763,,,,,,,,
69.80305,2.72E-05,,,,,,,,
69.9673534,0.000253806,,,,,,,,
70.0545738,0.000290065,,,,,,,,
70.1486448,-3.02E-05,,,,,,,,
70.3240886,6.95E-05,,,,,,,,
70.4335213,-4.23E-05,,,,,,,,
70.5156564,0.000102731,,,,,,,,
70.7111881,0.000193376,,,,,,,,
70.794543,6.95E-05,,,,,,,,
70.8798557,0.00012086,,,,,,,,
71.0526273,-2.72E-05,,,,,,,,
71.1571754,9.67E-05,,,,,,,,
71.2449022,1.51E-05,,,,,,,,
71.4371992,4.53E-05,,,,,,,,
71.5400801,0.000196398,,,,,,,,
71.596301,4.23E-05,,,,,,,,
71.8085847,5.44E-05,,,,,,,,
71.8872323,-1.81E-05,,,,,,,,
71.9747015,8.46E-05,,,,,,,,
72.1860798,0.000102731,,,,,,,,
72.2613061,5.14E-05,,,,,,,,
72.4498824,3.02E-06,,,,,,,,
72.5572211,-1.81E-05,,,,,,,,
72.631559,-3.93E-05,,,,,,,,
72.840101,5.74E-05,,,,,,,,
72.9191595,1.21E-05,,,,,,,,
72.9912847,0.000199419,,,,,,,,
73.1827489,5.14E-05,,,,,,,,
73.2699637,5.74E-05,,,,,,,,
73.3578087,0.000202441,,,,,,,,
73.5437933,5.14E-05,,,,,,,,
73.6484049,7.86E-05,,,,,,,,
73.7273017,0.000135968,,,,,,,,
73.8802999,2.42E-05,,,,,,,,
73.9752844,0.00012086,,,,,,,,
74.0764138,1.51E-05,,,,,,,,
74.2575826,0.000193376,,,,,,,,
74.3445312,0.000117839,,,,,,,,
74.4319792,8.46E-05,,,,,,,,
74.6293977,3.93E-05,,,,,,,,
74.7176252,0.000154097,,,,,,,,
74.7892403,3.63E-05,,,,,,,,
74.9553113,8.76E-05,,,,,,,,
75.0543387,2.42E-05,,,,,,,,
75.1440507,5.74E-05,,,,,,,,
75.2988615,7.25E-05,,,,,,,,
75.4018399,-6.04E-06,,,,,,,,
75.4863841,5.44E-05,,,,,,,,
75.6485918,0.000277979,,,,,,,,
75.7485208,0.000205462,,,,,,,,
75.8120809,0.000129925,,,,,,,,
76.0013149,-8.16E-05,,,,,,,,
76.1091341,0.000311215,,,,,,,,
76.1948646,1.51E-05,,,,,,,,
76.3630957,-6.04E-06,,,,,,,,
76.4477512,1.81E-05,,,,,,,,
76.5275808,-4.83E-05,,,,,,,,
76.7035538,-3.63E-05,,,,,,,,
76.791682,8.16E-05,,,,,,,,
76.8793556,0.000274957,,,,,,,,
77.0525622,6.04E-05,,,,,,,,
77.1522402,-1.81E-05,,,,,,,,
77.2261355,0.000111796,,,,,,,,
77.4178421,2.12E-05,,,,,,,,
77.5268171,0.000205462,,,,,,,,
77.5898674,-1.81E-05,,,,,,,,
77.7688962,0.000184312,,,,,,,,
77.8568179,4.53E-05,,,,,,,,
77.9305834,-3.32E-05,,,,,,,,
78.136882,5.74E-05,,,,,,,,
78.2498374,0.000163161,,,,,,,,
78.3131464,0.026495569,,,,,,,,
78.52457,0.011097985,,,,,,,,
78.6191036,0.011158415,,,,,,,,
78.7075365,0.011267189,,,,,,,,
78.8762377,0.011197694,,,,,,,,
78.9647946,0.011227909,,,,,,,,
79.0538835,0.01118863,,,,,,,,
79.2574417,0.011155393,,,,,,,,
79.3454454,0.011421285,,,,,,,,
79.5265769,0.011094963,,,,,,,,
79.6299132,0.011167479,,,,,,,,
79.7171837,0.011073813,,,,,,,,
79.8927467,0.011037554,,,,,,,,
79.9803257,0.011194673,,,,,,,,
80.0515573,0.011125178,,,,,,,,
80.2550544,0.011324597,,,,,,,,
80.3493447,0.01130949,,,,,,,,
80.4363186,0.011146329,,,,,,,,
80.5939545,0.01096806,,,,,,,,
80.6902717,0.011082877,,,,,,,,
80.7788298,0.011122157,,,,,,,,
80.9580489,0.011200716,,,,,,,,
81.0457596,0.011227909,,,,,,,,
81.1333495,0.01127021,,,,,,,,
81.3388653,0.005894955,,,,,,,,
81.4104571,9.67E-05,,,,,,,,
81.5065838,5.14E-05,,,,,,,,
81.6876549,0.000154097,,,,,,,,
81.7907809,0.000123882,,,,,,,,
81.8829446,2.42E-05,,,,,,,,
82.1020441,8.76E-05,,,,,,,,
82.1996009,0.000235677,,,,,,,,
82.3818805,3.32E-05,,,,,,,,
82.4691855,0.000226613,,,,,,,,
82.5415506,-9.06E-06,,,,,,,,
82.7257561,0.000138989,,,,,,,,
82.8062443,-3.02E-05,,,,,,,,
82.8791483,0.000235677,,,,,,,,
83.0702319,5.44E-05,,,,,,,,
83.1886634,5.44E-05,,,,,,,,
