Timestamp,Current(uA)
0,-1.31408995E-05
0.1968275,-1.18459814E-05
0.3862194,-1.07761757E-05
0.5858734,-9.84799696E-06
0.7374433,-9.12227033E-06
0.9092774,-8.43619928E-06
1.0848807,-7.82019632E-06
1.3063359,-7.06793327E-06
1.4727468,-6.5771584E-06
1.6602524,-6.06521403E-06
1.8320845,-5.66209883E-06
2.0100865,-5.27746969E-06
2.181926,-4.82605222E-06
2.369377,-4.54190371E-06
2.5411915,-4.2207831E-06
2.7570177,-3.9074147E-06
2.9303459,-3.62982576E-06
3.0970359,-3.44198362E-06
3.2689474,-3.19391273E-06
3.438385,-3.0013E-06
3.61336,-2.82657699E-06
3.8322807,0.00709283599
4.0387389,0.00696728789
4.2109674,0.00694144152
4.3983082,0.00691966662
4.5698744,0.00692283333
4.7420867,0.00691472052
4.9138037,0.00690335053
5.0943238,0.00690404419
5.2989948,0.00691815866
5.470895,0.00691285066
5.656362,0.00691336336
5.8229019,0.00690428546
6.0103837,0.00690329021
6.1632605,0.00689991239
6.3510074,0.00690401403
6.5072648,0.0069090506
6.6789712,0.00690799504
6.8509184,0.00691674118
7.0071444,0.00690516008
7.1840425,0.00691363479
7.3654157,0.00690015366
7.5728156,0.00690187273
7.7604895,0.00690923156
7.9477884,0.0068986457
8.1241241,0.00690766328
8.2846016,0.00689861554
8.453007,0.00689487581
8.6248495,0.0069100157
8.8017403,0.00690316957
8.9735747,0.00690042509
9.1453687,0.00689668536
9.3193271,0.00689608218
9.4960587,0.00690413467
9.6724485,0.00691173477
9.8286316,0.00690862838
10.0005094,0.00690509976
10.1879734,0.00690877917
10.3441347,0.00689885682
10.5315896,0.00690808551
10.7190456,0.00689873618
10.8752606,0.00690953315
11.0622834,0.00689967111
11.239756,0.00691242843
11.415004,0.00690069652
11.6287124,0.00690401403
11.8180359,0.00690326005
11.986014,0.00689927905
12.1698927,0.00690045525
12.3457742,0.00689849491
12.5136633,0.00691019665
12.6895442,0.00689225197
12.8654273,0.0069106792
13.0413154,0.0069065474
13.2171922,0.00690271719
13.3930752,0.00689728854
13.5609635,0.00689789173
13.7208572,0.00690377276
13.8967401,0.00689967111
14.1046,0.00690048541
14.3044669,0.00689918857
14.4803492,0.00690856806
14.6402488,0.00690950299
14.8241217,0.00690000286
15.0319816,0.00691390623
15.2158598,0.00689888698
15.3837469,0.00689391072
15.5516346,0.00690184257
15.7275302,0.00690823631
15.8954055,0.0069042553
16.079282,0.00690923156
16.2471709,0.00690820615
16.431047,0.00689602186
16.6069302,0.00691137286
16.7828122,0.00690443626
16.9826791,0.0068996108
17.1265831,0.00689225197
17.2704875,0.00690651724
17.4303804,0.00689213133
17.6142584,0.00689228213
17.8061328,0.00689846475
17.9820124,0.00690847758
18.16589,0.00690443626
18.3497665,0.00689837427
18.5336444,0.00691101095
18.7175209,0.00688926621
18.8854093,0.00689952032
19.0532969,0.00689674568
19.2291799,0.00689472502
19.4050623,0.00690322989
19.5649576,0.00690368228
19.7408387,0.00689538852
19.9247157,0.00690582358
20.1085933,0.00690081716
20.2764803,0.00690102828
20.4443689,0.00689915841
20.6122569,0.00689936952
20.7801618,0.00689979175
20.9480336,0.00690271719
21.1239148,0.00691082999
21.2997979,0.00690645692
21.4836757,0.0068993092
21.667553,0.00690283782
21.86742,0.0069063966
22.0378267,0.00690148066
22.1977141,0.00690769344
22.3656031,0.00690332037
22.5334907,0.00690015366
22.7173684,0.00691423798
22.8932503,0.00690316957
23.0691633,0.00690163146
23.2598553,0.00690250607
23.4197488,0.00689870602
23.5956305,0.0069077236
23.7875023,0.00689952032
